Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A2Z7D9D8,57,,Uncharacterized protein,Dorcoceras hygrometricum,472368,"DNA binding, lipid binding",nan,Nucleus
I1JAV7,57,100815499,Uncharacterized protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
A0A2Z7BLK0,57,,Uncharacterized protein,Dorcoceras hygrometricum,472368,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
S8BSP9,57,,Uncharacterized protein,Genlisea aurea,192259,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
D8RWV0,53,,Uncharacterized protein HDZ41-2,Selaginella moellendorffii (Spikemoss),88036,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
M0TDG1,57,,Uncharacterized protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA binding, lipid binding",nan,Nucleus
A0A2K3PPY7,57,,Homeobox-leucine zipper protein GLABRA 2-like,Trifolium pratense (Red clover),57577,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
A0A0P0V8J2,57,,Os01g0760800 protein,Oryza sativa subsp. japonica (Rice),39947,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
I1KV67,57,100789432,Uncharacterized protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
S8D6B2,57,,Uncharacterized protein,Genlisea aurea,192259,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
A0A2Z7DFB8,57,,Homeobox-leucine zipper protein GLABRA 2,Dorcoceras hygrometricum,472368,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
D8SP82,57,9649256,Uncharacterized protein HDZ42-2,Selaginella moellendorffii (Spikemoss),88036,"DNA binding, lipid binding",nan,Nucleus
M0RJ54,53,,Uncharacterized protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA binding, lipid binding",nan,Nucleus
A0A5S9YDY7,56,,Uncharacterized protein,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA binding, lipid binding",nan,Nucleus
A0A2U1N5L4,57,,Homeobox protein 7,Artemisia annua (Sweet wormwood),35608,"DNA binding, lipid binding",nan,Nucleus
A0A2Z7C8P2,57,,Homeobox-leucine zipper protein ANTHOCYANINLESS 2,Dorcoceras hygrometricum,472368,"DNA binding, lipid binding",nan,Nucleus
S8E498,56,,Uncharacterized protein,Genlisea aurea,192259,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
A0A178UX05,57,,HDG4,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
I1NGA8,57,100793758,Uncharacterized protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA binding, lipid binding",nan,Nucleus
A0A654EAX3,53,838371,Uncharacterized protein,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA binding, lipid binding",nan,Nucleus
A0A5S9X8Q5,55,,Uncharacterized protein,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA binding, lipid binding",nan,Nucleus
S8BVP0,57,,Uncharacterized protein,Genlisea aurea,192259,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
A0A1Y1IDL6,57,,Homeobox and START domains containing protein,Klebsormidium nitens (Green alga) (Ulothrix nitens),105231,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
A0A5S9Y5R1,57,,Uncharacterized protein,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA binding, lipid binding",nan,Nucleus
Q9S9Z0,55,840369,Homeobox-leucine zipper protein HDG10,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA binding, DNA-binding transcription factor activity, lipid binding",nan,Nucleus
I1MG59,55,,Uncharacterized protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
I1L0G6,54,100794552,Uncharacterized protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
A0A2K3N7W7,53,,Homeobox-leucine zipper protein MERISTEM L1-like,Trifolium pratense (Red clover),57577,DNA binding,nan,Nucleus
S8CFV1,55,,Homeobox domain-containing protein,Genlisea aurea,192259,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5P1F8W9,57,,Uncharacterized protein,Asparagus officinalis (Garden asparagus),4686,"DNA binding, lipid binding",nan,Nucleus
A0A0R0IJ93,50,,Uncharacterized protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
A0A5P1F4Z8,57,,Homeobox domain-containing protein,Asparagus officinalis (Garden asparagus),4686,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5S9XW58,52,828658,Uncharacterized protein,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA binding, lipid binding",nan,Nucleus
Q5ZAY0,56,4325864,Homeobox-leucine zipper protein TF1,Oryza sativa subsp. japonica (Rice),39947,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding",nan,Nucleus
Q10328,57,2542405,Homeobox transcription factor phx1,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, positive regulation of glycolytic fermentation to ethanol, regulation of transcription by RNA polymerase II","Nucleus, Other locations"
A0A1R1PPE4,58,,Regulatory protein PHO2,Zancudomyces culisetae (Gut fungus) (Smittium culisetae),1213189,DNA binding,nan,Nucleus
A0A2T9YII9,58,,Homeobox domain-containing protein,Furculomyces boomerangus,61424,DNA binding,nan,Nucleus
A0A1R0H3D7,56,,Homeobox protein YOX1,Smittium mucronatum,133383,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4Q0A5E6,58,,Homeobox domain-containing protein,Dimargaris cristalligena,215637,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2U1PWP9,54,,"START domain, Homeodomain-like protein",Artemisia annua (Sweet wormwood),35608,"DNA binding, lipid binding",nan,Nucleus
A0A2U1Q7A7,54,,"START domain, Homeodomain-like protein",Artemisia annua (Sweet wormwood),35608,"DNA binding, lipid binding",nan,Nucleus
A0A0H2RHC6,53,,Homeobox domain-containing protein,Schizopora paradoxa,27342,DNA binding,nan,Nucleus
A0A4S4LGW4,53,,Homeobox domain-containing protein,Phellinidium pouzarii,167371,"DNA binding, oxidoreductase activity",nan,Nucleus
A0A2P6NMC2,53,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6NPG0,54,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,"DNA binding, RNA binding",tRNA modification,Nucleus
A0A2P6NV57,53,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6NMY0,56,,Engrailed homeobox,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6NN01,55,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6NM47,52,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6N4F4,53,,Homeobox protein Hox-A7,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6NIT3,48,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,"DNA binding, hydrolase activity, hydrolyzing O-glycosyl compounds",carbohydrate metabolic process,Nucleus
A0A2P6N3B1,51,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6N387,54,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6MW89,54,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6MNW2,53,,Homeobox protein NOBOX-like,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6NY62,57,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A137NY46,52,,Homeobox-domain-containing protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,DNA binding,nan,Nucleus
A0A137NXL0,52,,Homeobox-domain-containing protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,DNA binding,nan,Nucleus
A0A137NYC1,52,,Homeobox domain-containing protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,DNA binding,nan,Nucleus
A0A137NUR7,55,,Homeobox domain-containing protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A137NUF4,55,,Homeodomain-like protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A137NY59,52,,Homeobox domain-containing protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,DNA binding,nan,Nucleus
A0A4Q9LLQ1,50,,Homeobox domain-containing protein,Hamiltosporidium magnivora,148818,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4Q9LL32,49,,Homeobox domain-containing protein,Hamiltosporidium magnivora,148818,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0R0M4X0,51,,Transcription factor,Pseudoloma neurophilia,146866,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
J9D9I1,51,,Homeobox domain-containing protein,Edhazardia aedis (strain USNM 41457) (Microsporidian parasite),1003232,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4Q9KZ12,51,,Homeobox domain-containing protein,Hamiltosporidium magnivora,148818,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
S7WCZ8,54,,Homeobox domain containing protein,Spraguea lophii (strain 42_110) (Microsporidian parasite),1358809,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1X0QJB6,55,,HD11,Hepatospora eriocheir,1081669,DNA binding,nan,Nucleus
L2GN68,51,19881967,Homeobox domain-containing protein,Vittaforma corneae (strain ATCC 50505) (Microsporidian parasite) (Nosema corneum),993615,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1X0Q918,51,,HD8,Hepatospora eriocheir,1081669,DNA binding,nan,Nucleus
A0A4Q9LLR6,48,,Homeobox domain-containing protein,Hamiltosporidium magnivora,148818,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,"Nucleus, Other locations"
R0M5I5,47,,Homeobox protein HD-8,Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm),578461,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
R0M8H9,48,,Homeobox protein HD-11,Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm),578461,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
R0MJ91,44,,Homeobox protein HD-8,Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm),578461,DNA binding,nan,Nucleus
Q8STR8,47,860436,Homeobox protein HD-4,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),284813,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
R0KUR6,51,,Homeobox protein HD-4,Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm),578461,DNA binding,nan,Nucleus
L2GNR5,48,19881477,Homeobox domain-containing protein,Vittaforma corneae (strain ATCC 50505) (Microsporidian parasite) (Nosema corneum),993615,DNA binding,nan,Nucleus
Q8SW50,49,858734,Homeobox protein HD-7,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),284813,DNA binding,nan,Nucleus
A0A1W0E637,54,,HD-7,Enterocytozoon hepatopenaei,646526,DNA binding,nan,Nucleus
Q8SW51,54,858733,Homeobox protein HD-8,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),284813,DNA binding,nan,Nucleus
A0A4T0FY06,57,,Homeobox domain-containing protein,Wallemia hederae,1540922,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507CC02,51,,Homeobox domain-containing protein,Synchytrium microbalum,1806994,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507C631,51,,Homeobox domain-containing protein,Synchytrium microbalum,1806994,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507C686,51,,Homeobox domain-containing protein,Synchytrium microbalum,1806994,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507CEV6,51,,Homeobox domain-containing protein,Synchytrium microbalum,1806994,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507BXG8,51,,Homeobox domain-containing protein,Synchytrium microbalum,1806994,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507CAE9,51,,Homeobox domain-containing protein,Synchytrium microbalum,1806994,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0C9SKS9,56,,"Unplaced genomic scaffold PLICRscaffold_18, whole genome shotgun sequence",Plicaturopsis crispa FD-325 SS-3,944288,DNA binding,nan,Nucleus
S8CMM3,55,,Homeobox domain-containing protein,Genlisea aurea,192259,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2Z7DES9,55,,Homeobox domain-containing protein,Dorcoceras hygrometricum,472368,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A5P1FFB5,55,,Homeobox domain-containing protein,Asparagus officinalis (Garden asparagus),4686,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A392QZN8,55,,Homeobox-leucine zipper protein HAT5-like,Trifolium medium,97028,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
K7L9Q7,55,,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0TFX2,55,,Pectate lyase,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, pectate lyase activity, sequence-specific DNA binding",pectin catabolic process,Nucleus
A0A2K3LLI2,55,,Homeobox-leucine zipper protein HAT5-like,Trifolium pratense (Red clover),57577,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2U1QMW0,55,,HD-ZIP protein,Artemisia annua (Sweet wormwood),35608,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2U1P4Y0,56,,HD-ZIP protein,Artemisia annua (Sweet wormwood),35608,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
I1JZS9,56,100799054,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0RLW6,55,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0TTP7,56,103996230,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0SVV9,56,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0U1E3,56,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A5P1FRW0,56,,Homeobox domain-containing protein,Asparagus officinalis (Garden asparagus),4686,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2U1NYF4,55,,HD-ZIP protein,Artemisia annua (Sweet wormwood),35608,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2Z7API7,55,,Homeobox protein isoform 1,Dorcoceras hygrometricum,472368,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
I1KCP4,55,,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A2Z7AJI1,55,,Homeobox protein isoform 1,Dorcoceras hygrometricum,472368,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
D8RGY1,55,9631754,Homeobox domain-containing protein,Selaginella moellendorffii (Spikemoss),88036,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A9RG47,55,,Homeobox domain-containing protein,Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),3218,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A2K1IER3,55,,Homeobox domain-containing protein,Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),3218,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A9SN13,55,,Predicted protein,Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),3218,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A2K1LB91,55,,Homeobox domain-containing protein,Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),3218,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0RL56,55,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A5S9YHH7,55,,Homeobox domain-containing protein,Arabidopsis thaliana (Mouse-ear cress),3702,sequence-specific DNA binding,"regulation of transcription, DNA-templated",Nucleus
A0A178V0P3,55,830169,HB16,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
M0TGR4,55,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A2K1JIR2,55,,Homeobox domain-containing protein,Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),3218,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A392QVI7,55,,Homeobox-leucine zipper protein HAT7-like,Trifolium medium,97028,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2Z7CXT2,55,,Homeobox-leucine zipper protein ATHB-13,Dorcoceras hygrometricum,472368,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
I1LWJ5,55,100790803,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A0J8B605,55,,Homeobox domain-containing protein,Beta vulgaris subsp. vulgaris (Beet),3555,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A2U1PAE2,55,,HD-ZIP protein,Artemisia annua (Sweet wormwood),35608,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
A0A5P1FHL5,55,,Homeobox domain-containing protein,Asparagus officinalis (Garden asparagus),4686,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
S8BSU1,55,,Homeobox domain-containing protein,Genlisea aurea,192259,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
M0SGK9,55,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A5P1FAS8,55,,Homeobox domain-containing protein,Asparagus officinalis (Garden asparagus),4686,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
Q94GL5,55,,Homeobox-leucine zipper protein HOX23,Oryza sativa subsp. japonica (Rice),39947,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
Q6Z248,55,4345854,Homeobox-leucine zipper protein HOX20,Oryza sativa subsp. japonica (Rice),39947,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0TJD2,55,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0T5T0,55,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
D8RMX9,55,9651346,Homeobox domain-containing protein,Selaginella moellendorffii (Spikemoss),88036,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
D8RC65,55,9630347,Homeobox domain-containing protein,Selaginella moellendorffii (Spikemoss),88036,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
M0RLE1,55,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
S8CP95,55,,Homeobox domain-containing protein,Genlisea aurea,192259,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
D8R0G9,55,9636381,Homeobox domain-containing protein,Selaginella moellendorffii (Spikemoss),88036,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A2K1KMK3,55,,Homeobox domain-containing protein,Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),3218,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A2K1J9I9,55,,Homeobox domain-containing protein,Physcomitrium patens (Spreading-leaved earth moss) (Physcomitrella patens),3218,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A388JM04,55,,Homeobox domain-containing protein,Chara braunii (Braun's stonewort),69332,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0P0XML4,55,,Os09g0379600 protein,Oryza sativa subsp. japonica (Rice),39947,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
I1M021,56,100797836,Homeobox domain-containing protein,Glycine max (Soybean) (Glycine hispida),3847,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0TD87,54,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0SJX2,54,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0T5W5,54,103987480,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
Q8LAT0,54,821232,Homeobox-leucine zipper protein ATHB-20,Arabidopsis thaliana (Mouse-ear cress),3702,"DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated, response to auxin",Nucleus
A0A2Z7CK95,54,,Homeobox protein 20,Dorcoceras hygrometricum,472368,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
Q10QP3,54,4331890,Homeobox-leucine zipper protein HOX13,Oryza sativa subsp. japonica (Rice),39947,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
Q338Z7,55,4348492,Homeobox-leucine zipper protein HOX8,Oryza sativa subsp. japonica (Rice),39947,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
M0U0F4,55,,Homeobox domain-containing protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding","positive regulation of transcription, DNA-templated",Nucleus
A0A2K3PHD7,55,,Homeobox-leucine zipper protein ATHB-6-like,Trifolium pratense (Red clover),57577,"DNA-binding transcription factor activity, RNA polymerase II-specific, sequence-specific DNA binding",nan,Nucleus
