Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A2ECK7,160,4767527,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2EKN4,160,4764647,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2EMB9,160,4764106,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2ES63,160,4762362,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2EW65,160,4760942,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2EX52,160,4760612,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2F128,160,4759205,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2F1X0,160,4758939,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2F6B8,160,4757349,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2FI73,160,4753140,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",nan,nan
A2FMI4,160,4751608,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
A2FSZ4,160,4749663,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,"Endosome, Other locations"
A2FV67,160,4748896,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2FVD4,160,4748830,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2FXD4,160,4748124,Ras family protein,Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
A2G8R9,160,4744092,Ras family protein,Trichomonas vaginalis,5722,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
A7RWI0,160,,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding","protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Endosome, Plasma Membrane, Other locations"
A7RZN1,160,,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding","autophagosome assembly, intracellular protein transport",Other locations
A7SGW1,160,5508564,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding",nan,Golgi apparatus
A9V5R0,160,5893366,Predicted protein,Monosiga brevicollis (Choanoflagellate),81824,"GTPase activity, GTP binding","autophagosome assembly, intracellular protein transport",Other locations
B1N2Z4,160,6219514,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",nan,nan
B1N3J0,160,6219727,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",nan,nan
B3RKQ8,160,6749039,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding",nan,nan
B3S1G6,160,6755663,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GTPase activity, GTP binding","autophagosome assembly, intracellular protein transport","Endosome, Other locations"
B4Q5B8,160,,GD22516,Drosophila simulans (Fruit fly),7240,"GTPase activity, GTP binding",Rab protein signal transduction,nan
B4QX06,160,6726863,GD19590,Drosophila simulans (Fruit fly),7240,"GTPase activity, GTP binding","morphogenesis of a polarized epithelium, positive regulation of protein secretion","Plasma Membrane, Other locations"
B7PWY7,160,8032590,"RAB-23, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity","autophagosome assembly, intracellular protein transport","Endosome, Other locations"
C1DY93,160,8240842,"Ras-related gtp-binding protein, alternative splice",Micromonas commoda (strain RCC299 / NOUM17 / CCMP2709) (Picoplanktonic green alga),296587,"GTPase activity, GTP binding",nan,nan
C3Y955,160,,SOCS box domain-containing protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding","intracellular signal transduction, protein localization to plasma membrane, protein ubiquitination","Endosome, Plasma Membrane, Other locations"
C3ZC71,160,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding",nan,nan
C3ZCR6,160,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding","cellular response to insulin stimulus, protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Endosome, Golgi apparatus, Plasma Membrane, Other locations"
C3ZRX6,160,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding","cellular response to insulin stimulus, protein localization to plasma membrane, protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis","Endosome, Golgi apparatus, Plasma Membrane, Other locations"
C3ZS01,160,,RAS oncogene protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GTPase activity, GTP binding","autophagosome assembly, intracellular protein transport","Endosome, Other locations"
C4LTM9,160,3409656,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",nan,nan
C4LXP5,160,3409372,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding","intracellular protein transport, intra-Golgi vesicle-mediated transport, retrograde transport, endosome to Golgi, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","Cytosol, Golgi apparatus, Other locations"
C4M5L8,160,3408552,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",intracellular protein transport,Other locations
C4M9B9,160,3404221,"Protein kinase, putative",Entamoeba histolytica,5759,"ATP binding, GTPase activity, GTP binding, protein kinase activity",nan,nan
C4V7K6,160,,Uncharacterized protein,Nosema ceranae (strain BRL01) (Microsporidian parasite),578460,"GTPase activity, GTP binding",nan,nan
D7FMQ4,160,,"Rab6, RAB family GTPase",Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),2880,"GTPase activity, GTP binding",nan,nan
D7G118,160,,"Rab1A, RAB family GTPase",Ectocarpus siliculosus (Brown alga) (Conferva siliculosa),2880,"GTPase activity, GTP binding",nan,nan
D8LVB5,160,24917494,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",nan,nan
D8LXK4,160,24917964,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",nan,nan
D8M1W1,160,24919329,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",nan,nan
D8M830,160,24921033,Uncharacterized protein,Blastocystis hominis,12968,"GTPase activity, GTP binding",nan,nan
E0VAP8,160,8232583,Uncharacterized protein,Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding",nan,nan
E1Z5D6,160,17358850,Uncharacterized protein,Chlorella variabilis (Green alga),554065,"GTPase activity, GTP binding",nan,nan
E7F1M7,160,,Uncharacterized protein,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"calcium ion binding, GTPase activity, GTP binding",nan,nan
E9H1I8,160,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GTPase activity, GTP binding","autophagosome assembly, intracellular protein transport","Endosome, Other locations"
F0YFR6,160,20221841,Uncharacterized protein,Aureococcus anophagefferens (Harmful bloom alga),44056,"GTPase activity, GTP binding",nan,nan
F0YR38,160,20221580,Uncharacterized protein,Aureococcus anophagefferens (Harmful bloom alga),44056,"GTPase activity, GTP binding",nan,nan
F1M8M0,160,,"RAB44, member RAS oncogene family",Rattus norvegicus (Rat),10116,"GTPase activity, GTP binding",nan,nan
F2TXE7,160,16078827,GTP-binding protein yptV3,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activity, GTP binding",nan,nan
F2TXK0,160,16078879,Non-specific serine/threonine protein kinase,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activator activity, GTPase activity, GTP binding, protein serine kinase activity, protein threonine kinase activity",positive regulation of GTPase activity,nan
F2U898,160,16075012,Non-specific serine/threonine protein kinase,Salpingoeca rosetta (strain ATCC 50818 / BSB-021),946362,"GTPase activator activity, GTPase activity, GTP binding, protein serine kinase activity, protein threonine kinase activity","positive regulation of GTPase activity, signal transduction",nan
F6V3Q5,160,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding",nan,"Endosome, Golgi apparatus"
F6YU98,160,100182595,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding","autophagosome assembly, determination of heart left/right asymmetry, determination of left/right asymmetry in lateral mesoderm, determination of liver left/right asymmetry, determination of pancreatic left/right asymmetry, intracellular protein transport","Endosome, Other locations"
F9XIW9,160,13402473,Uncharacterized protein,Zymoseptoria tritici (strain CBS 115943 / IPO323) (Speckled leaf blotch fungus) (Septoria tritici),336722,"GTPase activity, GTP binding",nan,nan
G0QTU2,160,14907505,Uncharacterized protein,Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0QZW6,160,14905334,"Rab6-family small gtpase, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0R1D7,160,14904806,"Ras family protein, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G0R2Q5,160,14904322,"Ras family protein, putative",Ichthyophthirius multifiliis (strain G5) (White spot disease agent) (Ich),857967,"GTPase activity, GTP binding",nan,nan
G7DT04,160,26267503,Uncharacterized protein,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,"GTPase activity, GTP binding","cellular protein-containing complex localization, Golgi to endosome transport, protein localization to phagophore assembly site, retrograde transport, endosome to Golgi, retrograde transport, vesicle recycling within Golgi, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","Cytosol, Golgi apparatus"
H3FSV2,160,,U2 snRNP auxiliary factor large subunit,Pristionchus pacificus (Parasitic nematode),54126,"GTPase activity, GTP binding, RNA binding","intracellular protein transport, lipid droplet organization, mRNA processing, RNA splicing","Golgi apparatus, Nucleus, Other locations"
H3H2J0,160,,Uncharacterized protein,Phytophthora ramorum (Sudden oak death agent),164328,"GTPase activity, GTP binding",intracellular protein transport,Other locations
J9K752,160,100167988,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding, RNA binding",nan,nan
K1RLX6,160,105337299,Ras-like GTP-binding protein RYL1,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",nan,nan
L1ILZ4,160,17293672,Uncharacterized protein,Guillardia theta (strain CCMP2712) (Cryptophyte),905079,"GTPase activity, GTP binding",nan,nan
L1JSH0,160,17307618,Uncharacterized protein,Guillardia theta (strain CCMP2712) (Cryptophyte),905079,"GTPase activity, GTP binding",nan,nan
L8GN15,160,14914796,GTPbinding protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",nan,nan
L8H231,160,14920049,GTPbinding protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",nan,nan
M0SXE6,160,103984619,Uncharacterized protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,"GTPase activity, GTP binding",intracellular protein transport,Other locations
M1VG37,160,16996556,"Small GTP-binding protein of Rab family, Rab6",Cyanidioschyzon merolae (strain 10D) (Red alga),280699,"GTPase activity, GTP binding",nan,Chloroplast
P0C0E4,160,282808,Ras-related protein Rab-40A-like,Homo sapiens (Human),9606,"GTPase activity, GTP binding","intracellular signal transduction, protein localization to plasma membrane, protein ubiquitination","Endosome, Mitochondrion, Plasma Membrane, Other locations"
P17608,160,2543529,GTP-binding protein ryh1,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812,"GTPase activity, GTP binding","intracellular protein transport, intra-Golgi vesicle-mediated transport, positive regulation of TORC2 signaling, protein localization to phagophore assembly site, retrograde transport, endosome to Golgi, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum, small GTPase mediated signal transduction","Cytosol, Endosome, Golgi apparatus, Nucleus, Plasma Membrane, Other locations"
P34141,160,8628156,Ras-related protein RabA,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding",intracellular protein transport,"Plasma Membrane, Other locations"
Q013D9,160,9831403,"Small GTPase superfamily, Rho type",Ostreococcus tauri,70448,"GTPase activity, GTP binding",intracellular protein transport,"Endosome, Other locations"
Q015T6,160,9837326,p-loop containing nucleoside triphosphate hydrolase,Ostreococcus tauri,70448,"GTPase activity, GTP binding",nan,Golgi apparatus
Q10QM5,160,,Os03g0191400 protein,Oryza sativa subsp. japonica (Rice),39947,"GTPase activity, GTP binding",nan,nan
Q1ZXR4,160,4363014,RAB family,Caenorhabditis elegans,6239,"GTPase activity, GTP binding",exocytosis,Endosome
Q23W08,160,7825499,Small guanosine triphosphatase family Ras family protein,Tetrahymena thermophila (strain SB210),312017,"GTPase activity, GTP binding",nan,nan
Q24CD0,160,7826371,Rab-family small GTPase,Tetrahymena thermophila (strain SB210),312017,"GTPase activity, GTP binding",nan,nan
Q382G2,160,3665139,"Small GTPase, putative",Trypanosoma brucei brucei (strain 927/4 GUTat10.1),185431,"GTPase activity, GTP binding","regulation of endocytosis, small GTPase mediated signal transduction",Endosome
Q3SCY3,160,5037292,Rab_A01 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q3SD16,160,5037768,Rab_B01 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q3SD50,160,5017990,Rab_C06 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",nan,Golgi apparatus
Q3SD54,160,5011985,Rab_C17 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
Q3SD57,160,5013488,Rab_C23 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
Q3SD64,160,5028626,Rab_C34 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
Q3SD65,160,5026122,Rab_C37 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q3SD70,160,5043315,Rab_C45 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
Q3SDJ1,160,5044330,Rab_A24 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",nan,Golgi apparatus
Q3SDQ3,160,5016930,Rab_C42 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q3SDR1,160,5016225,Rab_C62 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
Q4FID9,160,4764092,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q4FIE1,160,4772706,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q4FIE2,160,4769096,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q4FIE3,160,4760642,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q4G2A5,160,4764603,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q4G2B5,160,4747364,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q4G2B8,160,4769710,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q4V957,160,406674,"RAB41, member RAS oncogene family",Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding","intracellular protein transport, intra-Golgi vesicle-mediated transport, retrograde transport, endosome to Golgi, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","Cytosol, Golgi apparatus, Other locations"
Q53S08,160,150786,Ras-related protein Rab-6D,Homo sapiens (Human),9606,"GTPase activity, GTP binding","intracellular protein transport, intra-Golgi vesicle-mediated transport, retrograde transport, endosome to Golgi, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","Cytosol, Golgi apparatus, Other locations"
Q54RX9,160,8623798,Putative ras-related protein Rab-5B,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q55FK2,160,8616338,Ras-related protein Rab-6,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding","intracellular protein transport, intra-Golgi vesicle-mediated transport, retrograde transport, endosome to Golgi, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","Cytosol, Golgi apparatus, Other locations"
Q5NSZ2,160,3411189,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding","protein secretion, regulation of exocytosis, vesicle docking involved in exocytosis",nan
Q5NT27,160,3411105,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",nan,Golgi apparatus
Q5NT31,160,3408542,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",nan,nan
Q5NT32,160,3405815,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q5NT33,160,3409525,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q5NT37,160,3407188,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",nan,nan
Q6CDQ3,160,2906698,YALI0B22154p,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),284591,"GTPase activity, GTP binding","intracellular protein transport, intra-Golgi vesicle-mediated transport, protein localization to phagophore assembly site, retrograde transport, endosome to Golgi, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","Cytosol, Golgi apparatus, Other locations"
Q6DGB3,160,437023,"RAB30, member RAS oncogene family",Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GTPase activity, GTP binding",Rab protein signal transduction,Golgi apparatus
Q7Q4W5,160,1277354,AGAP000841-PA,Anopheles gambiae (African malaria mosquito),7165,"GTPase activity, GTP binding","intracellular signal transduction, protein localization to plasma membrane","Endosome, Plasma Membrane, Other locations"
Q7QGJ4,160,1271192,AGAP011565-PA,Anopheles gambiae (African malaria mosquito),7165,"GTPase activity, GTP binding","autophagosome assembly, intracellular protein transport","Endosome, Other locations"
Q7YZQ7,160,5479055,Rab2,Babesia bovis,5865,"GTPase activity, GTP binding",nan,nan
Q7Z6P3,160,401258,Ras-related protein Rab-44,Homo sapiens (Human),9606,"calcium ion binding, GTPase activity, GTP binding",neutrophil degranulation,"Lysosome, Plasma Membrane, Other locations"
Q9BLE2,160,3410247,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",nan,nan
Q9BLE7,160,3406120,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",intracellular protein transport,Other locations
Q9BLE9,160,3409674,Rab family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding",intracellular protein transport,"Endosome, Plasma Membrane, Other locations"
Q9U2C3,160,176560,RAB family,Caenorhabditis elegans,6239,"ankyrin repeat binding, GTPase activating protein binding, GTPase activity, GTP binding","endocytic recycling, Rab protein signal transduction","Endosome, Plasma Membrane"
R1DQK8,160,17262950,"Rab6, rab family GTPase",Emiliania huxleyi (Pontosphaera huxleyi),2903,"GTPase activity, GTP binding",nan,nan
R1F7W9,160,17280250,"Rab50, rab family GTPase",Emiliania huxleyi (Pontosphaera huxleyi),2903,"GTPase activity, GTP binding",nan,nan
R7QIZ7,160,17324981,"Small GTP-binding protein of Rab family, Rab6",Chondrus crispus (Carrageen Irish moss) (Polymorpha crispa),2769,"GTPase activity, GTP binding",nan,nan
R7T8V0,160,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",nan,nan
R7TVW8,160,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",nan,nan
R7U4K2,160,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",nan,nan
R7U982,160,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",nan,nan
S7XRW0,160,,RAS-related protein RAB5,Spraguea lophii (strain 42_110) (Microsporidian parasite),1358809,"GTPase activity, GTP binding",nan,nan
T1FVW4,160,20212960,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"GTPase activity, GTP binding","intracellular protein transport, intra-Golgi vesicle-mediated transport, retrograde transport, endosome to Golgi, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","Cytosol, Golgi apparatus, Other locations"
T1G4Y3,160,20216131,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"GTPase activity, GTP binding",endocytic recycling,"Endosome, Plasma Membrane"
T1G6Y4,160,20216831,Ras-related protein Rab-21,Helobdella robusta (Californian leech),6412,"GTPase activity, GTP binding","intracellular protein transport, Rab protein signal transduction","Endosome, Golgi apparatus, Other locations"
T1IQ54,160,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding",nan,nan
T1IQX4,160,,SOCS box domain-containing protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding",intracellular signal transduction,nan
T1ITZ7,160,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding",nan,nan
T1J1R2,160,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding",Rab protein signal transduction,nan
V4AJR4,160,20247167,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",nan,nan
W4XPD5,160,,Uncharacterized protein,,,nan,nan,nan
W4XT55,160,,Uncharacterized protein,,,nan,nan,nan
W4Y005,160,,Uncharacterized protein,,,nan,nan,nan
W7TI50,160,,Rab1 family protein,Nannochloropsis gaditana,72520,"GTPase activity, GTP binding",nan,nan
W7U9T7,160,,Small gtp-binding protein,Nannochloropsis gaditana,72520,"GTPase activity, GTP binding",nan,nan
X1WNA9,160,100576009,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding",nan,nan
X6MAK3,160,,Uncharacterized protein,Reticulomyxa filosa,46433,"GTPase activity, GTP binding",nan,Other locations
A0A016SC10,161,,Uncharacterized protein,Ancylostoma ceylanicum,53326,"GTPase activity, GTP binding",nan,nan
A0A016TGM4,161,,Uncharacterized protein,Ancylostoma ceylanicum,53326,"GTPase activity, GTP binding",nan,nan
A0A016UAZ6,161,,Ras-related protein Rab-3,Ancylostoma ceylanicum,53326,"GTPase activity, GTP binding",intracellular protein transport,Plasma Membrane
A0A016VKJ1,161,,Uncharacterized protein,Ancylostoma ceylanicum,53326,"GTPase activity, GTP binding",nan,nan
A0A016WKK8,161,,Uncharacterized protein,Ancylostoma ceylanicum,53326,"GTPase activity, GTP binding",nan,nan
A0A023B838,161,22912312,Rab GTPase family 2 protein,Gregarina niphandrodes (Septate eugregarine),110365,"GTPase activity, GTP binding",nan,nan
A0A023B9W5,161,22911687,Small GTPase family Rab subfamily protein,Gregarina niphandrodes (Septate eugregarine),110365,"GTPase activity, GTP binding",nan,nan
A0A024FVJ3,161,,Uncharacterized protein,Albugo candida,65357,"GTPase activity, GTP binding",nan,nan
A0A024G4D4,161,,Uncharacterized protein,Albugo candida,65357,"GTPase activity, GTP binding",nan,nan
A0A024G4E5,161,,Uncharacterized protein,Albugo candida,65357,"GTPase activity, GTP binding",nan,nan
A0A024GHF3,161,,Uncharacterized protein,Albugo candida,65357,"GTPase activity, GTP binding",nan,nan
A0A024GTX7,161,,Uncharacterized protein,Albugo candida,65357,"GTPase activity, GTP binding",nan,nan
A0A024T8E4,161,20091889,Uncharacterized protein,Aphanomyces invadans,157072,"GTPase activity, GTP binding",nan,nan
A0A024TCE5,161,20090842,Uncharacterized protein,Aphanomyces invadans,157072,"GTPase activity, GTP binding",nan,nan
A0A024UMR2,161,20079243,Uncharacterized protein,Aphanomyces invadans,157072,"GTPase activity, GTP binding",nan,nan
A0A058Z2X6,161,20530327,"Rab family, other",Fonticula alba (Slime mold),691883,"GTPase activity, GTP binding",nan,nan
A0A058ZA67,161,20527920,Ras-like protein Rab-2A,Fonticula alba (Slime mold),691883,"GTPase activity, GTP binding",nan,nan
A0A075AX47,161,,GTP-binding protein ryh1,Rozella allomycis (strain CSF55),988480,"GTPase activity, GTP binding","cellular protein-containing complex localization, Golgi to endosome transport, protein localization to phagophore assembly site, retrograde transport, endosome to Golgi, retrograde transport, vesicle recycling within Golgi, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","Cytosol, Golgi apparatus"
A0A075AY88,161,,Ras-related protein Rab-5A,Rozella allomycis (strain CSF55),988480,"GTPase activity, GTP binding",nan,nan
A0A077YUU2,161,,Ras protein Rab 5C,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"GTPase activity, GTP binding",nan,nan
A0A077ZFI5,161,,Ras domain containing protein,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"GTPase activity, GTP binding",nan,nan
A0A077ZMR5,161,,Gtp binding protein,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",nan,nan
A0A077ZZ43,161,,Rab gtpase 2b,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",nan,nan
A0A078A2E2,161,,Ras small gtpases ric1,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",nan,nan
A0A078AAL0,161,,Rab gtpase,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",nan,nan
A0A078AJS7,161,,Small gtp-binding protein domain containing protein,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",nan,nan
A0A078ALT0,161,,Rab family gtpase,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",nan,nan
A0A078AR09,161,,Rab2-family small gtpase,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",nan,nan
A0A078AZZ8,161,,Ras-related protein rab-10,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",nan,nan
A0A078B5V2,161,,Rab gtpase 2b,Stylonychia lemnae (Ciliate),5949,"GTPase activity, GTP binding",nan,nan
A0A090L278,161,,Ras-related protein Rab-10,Strongyloides ratti (Parasitic roundworm),34506,"ankyrin repeat binding, GTPase activating protein binding, GTPase activity, GTP binding","endocytic recycling, negative regulation of 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate biosynthetic process, positive regulation of establishment of protein localization, receptor recycling","Endosome, Golgi apparatus, Other locations"
A0A090MYG1,161,,Drab5,Strongyloides ratti (Parasitic roundworm),34506,"GTPase activity, GTP binding",nan,Other locations
