Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A4Z0A4X0,160,,Uncharacterized protein,Hericium alpestre,135208,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4Z2I858,160,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"G protein activity, GTP binding",signal transduction,Other locations
A0A5J4P447,160,,Ras-related protein Ral-A,Paragonimus westermani,34504,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A4VFW7,160,,GTP-binding protein Rhes,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J1TD62,160,,GTP-binding protein GEM-like,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8ASA1,160,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8CWS1,160,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A2DLV4,160,5464063,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A2DX66,160,4772951,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A2EGL8,160,4766111,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A2G1N8,160,4746596,"Small GTP-binding protein, putative",Trichomonas vaginalis,5722,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
B3RLY8,160,6750023,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
B7Q199,160,,"RAS protein, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"GDP binding, GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity","cellular response to cAMP, negative regulation of synaptic vesicle exocytosis, Rap protein signal transduction",Plasma Membrane
B7QK28,160,8042432,"RAS-related protein, putative",Ixodes scapularis (Black-legged tick) (Deer tick),6945,"GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",signal transduction,Other locations
C3YT67,160,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
C3ZR09,160,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
E0VQQ5,160,8237239,"Ras, putative",Pediculus humanus subsp. corporis (Body louse),121224,"GTPase activity, GTP binding, sphingomyelin phosphodiesterase activity",signal transduction,Other locations
E9FR42,160,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"calcium channel regulator activity, GTPase activity, GTP binding",signal transduction,Plasma Membrane
E9FWU8,160,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GTPase activity, GTP binding",signal transduction,Other locations
E9H829,160,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
E9HIN2,160,,Uncharacterized protein,Daphnia pulex (Water flea),6669,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
F4NU23,160,18244248,Uncharacterized protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
J9K5N6,160,,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding, iron ion binding, tyrosine 3-monooxygenase activity","aromatic amino acid family metabolic process, catecholamine biosynthetic process, signal transduction",Other locations
K1PNA1,160,105320255,Ras-related and estrogen-regulated growth inhibitor,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
K1QEV6,160,105323264,Ras-related and estrogen-regulated growth inhibitor,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
L1J4R2,160,17300067,PX domain-containing protein,Guillardia theta (strain CCMP2712) (Cryptophyte),905079,"GTPase activity, GTP binding, phosphatidylinositol binding",signal transduction,Other locations
L8H7T7,160,14922080,"Raslike protein rasG, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8HDL4,160,14924300,Ras small GTPbinding protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
M2XVP6,160,17086389,Small GTP-binding protein of Ras family,Galdieria sulphuraria (Red alga),130081,"GTPase activity, GTP binding",signal transduction,"Chloroplast, Other locations"
O95661,160,9077,GTP-binding protein Di-Ras3,Homo sapiens (Human),9606,"GDP binding, GTPase activity, GTP binding","regulation of cyclin-dependent protein serine/threonine kinase activity, regulation of gene expression by genetic imprinting, small GTPase mediated signal transduction",Plasma Membrane
Q09930,160,183765,GTP-binding protein drn-1,Caenorhabditis elegans,6239,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
Q385G5,160,3665638,GTP binding protein,Trypanosoma brucei brucei (strain 927/4 GUTat10.1),185431,"GDP binding, GTPase activity, GTP binding",small GTPase mediated signal transduction,Plasma Membrane
T1G099,160,20214497,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
T1JGX9,160,,Uncharacterized protein,Strigamia maritima (European centipede) (Geophilus maritimus),126957,"GTPase activity, GTP binding, oxidoreductase activity",G protein-coupled receptor signaling pathway,"Endoplasmic reticulum, Other locations"
T1JY33,160,,Uncharacterized protein,Tetranychus urticae (Two-spotted spider mite),32264,"GTPase activity, GTP binding",signal transduction,Other locations
V4AG68,160,20246371,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding","positive regulation of TOR signaling, signal transduction",Other locations
V8NPP0,160,,GTP-binding protein Di-Ras2,Ophiophagus hannah (King cobra) (Naja hannah),8665,"GTPase activity, GTP binding",signal transduction,Other locations
X1WIC0,160,,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding",signal transduction,Other locations
A0A016S9W8,161,,Uncharacterized protein,Ancylostoma ceylanicum,53326,"G protein activity, GTP binding",Rap protein signal transduction,Endosome
A0A016WAB6,161,,Uncharacterized protein,Ancylostoma ceylanicum,53326,"GTPase activity, GTP binding",signal transduction,Other locations
A0A024GK26,161,,Uncharacterized protein,Albugo candida,65357,"GTPase activity, GTP binding",signal transduction,Other locations
A0A024T955,161,20091629,Uncharacterized protein,Aphanomyces invadans,157072,"GTPase activity, GTP binding",signal transduction,Other locations
A0A024UJ28,161,20079574,Uncharacterized protein,Aphanomyces invadans,157072,"GTPase activity, GTP binding",signal transduction,Other locations
A0A077YYL3,161,,MRAS2 family protein,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"GTPase activity, GTP binding",signal transduction,Other locations
A0A077YZG4,161,,Ras family protein,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"GTPase activity, GTP binding",signal transduction,Other locations
A0A077ZD94,161,,Ras domain containing protein,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"GTPase activity, GTP binding",signal transduction,Other locations
A0A090LH33,161,,RE63021p,Strongyloides ratti (Parasitic roundworm),34506,"GTPase activity, GTP binding","collagen and cuticulin-based cuticle development, epidermis development, signal transduction",Other locations
A0A093BCR9,161,104386764,GTPase KRas,Chaetura pelagica (Chimney swift),8897,"GTPase activity, GTP binding",signal transduction,Other locations
A0A093BNT8,161,,GTP-binding protein Di-Ras2,Chaetura pelagica (Chimney swift),8897,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0B1T4Q7,161,,Ras family protein,Oesophagostomum dentatum (Nodular worm),61180,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0C3G393,161,,Uncharacterized protein,Piloderma croceum (strain F 1598),765440,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A0C3Q7I6,161,,Uncharacterized protein,Tulasnella calospora MUT 4182,1051891,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A0D1Z952,161,27323667,Uncharacterized protein,Exophiala mesophila (Black yeast),212818,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A0D2UD36,161,14899267,Uncharacterized protein,Capsaspora owczarzaki (strain ATCC 30864),595528,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0D2VV74,161,14896618,Small monomeric GTPase,Capsaspora owczarzaki (strain ATCC 30864),595528,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0D8Y3V5,161,,Ras family protein,Dictyocaulus viviparus (Bovine lungworm),29172,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0G2JTW1,161,,Ras-related protein Rap-2,Rattus norvegicus (Rat),10116,"GDP binding, G protein activity, GTPase activity, GTP binding, magnesium ion binding","actin cytoskeleton reorganization, cellular protein localization, cellular response to drug, establishment of protein localization, microvillus assembly, negative regulation of cell migration, positive regulation of protein autophosphorylation, positive regulation of protein phosphorylation, protein localization to plasma membrane, Rap protein signal transduction, regulation of dendrite morphogenesis, regulation of JNK cascade","Cytosol, Endosome, Plasma Membrane, Other locations"
A0A0H2RNJ3,161,,Uncharacterized protein,Schizopora paradoxa,27342,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A0K0J2J0,161,6102476,BMA-LET-60,Brugia malayi (Filarial nematode worm),6279,"GTPase activity, GTP binding, guanyl-nucleotide exchange factor activity, phospholipase binding, protein kinase binding","associative learning, epidermal growth factor receptor signaling pathway, muscle organ development, oogenesis, positive regulation of GTPase activity, positive regulation of receptor localization to synapse, positive regulation of vulval development, regulation of cell fate specification, regulation of cell projection organization, short-term memory, vulval cell fate specification",Other locations
A0A0L0D7X3,161,25563940,GTPase KRas,Thecamonas trahens ATCC 50062,461836,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0L0D981,161,25563656,Ras-like protein Rap-1b,Thecamonas trahens ATCC 50062,461836,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0L0DFC5,161,25565102,Ras protein,Thecamonas trahens ATCC 50062,461836,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0L0FYE2,161,25907166,Ras-like protein Ral-A,Sphaeroforma arctica JP610,667725,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0L8H066,161,106873642,Uncharacterized protein,Octopus bimaculoides (California two-spotted octopus),37653,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0M3JXP1,161,,Uncharacterized protein,Anisakis simplex (Herring worm),6269,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0R3W1W4,161,,Uncharacterized protein,Taenia asiatica (Asian tapeworm),60517,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0V1EPX1,161,,GTP-binding protein Di-Ras2,Trichinella pseudospiralis (Parasitic roundworm),6337,"GTPase activity, GTP binding",signal transduction,Other locations
A0A131ZUI4,161,,RAS-like protein 2,Sarcoptes scabiei (Itch mite) (Acarus scabiei),52283,"GTPase activity, GTP binding",signal transduction,Other locations
A0A131ZXK2,161,,Ras-related protein Rap-2a-like protein,Sarcoptes scabiei (Itch mite) (Acarus scabiei),52283,"GTPase activity, GTP binding",signal transduction,Other locations
A0A137PDR9,161,,GTP-binding protein rhb1,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A139AQ84,161,,Uncharacterized protein,Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera),1344416,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A158NH60,161,105619964,Uncharacterized protein,Atta cephalotes (Leafcutter ant),12957,"GTPase activity, GTP binding",signal transduction,Other locations
A0A163LPY0,161,,Uncharacterized protein,Absidia glauca (Pin mould),4829,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A165N971,161,,Uncharacterized protein,Exidia glandulosa HHB12029,1314781,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A165QKN0,161,,Uncharacterized protein,Exidia glandulosa HHB12029,1314781,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A177B444,161,,Distinct subgroup of the Ras family member 1,Intoshia linei,1819745,"GTPase activity, GTP binding",signal transduction,Other locations
A0A177V2Q6,161,,Uncharacterized protein,Tilletia walkeri,117179,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A183J147,161,,Uncharacterized protein,Soboliphyme baturini,241478,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1C7M6R6,161,,Ras-related protein Rap-1,Grifola frondosa (Maitake) (Polyporus frondosus),5627,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1C7MIB2,161,,GTP-binding protein rhb1,Grifola frondosa (Maitake) (Polyporus frondosus),5627,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1D1UKP5,161,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1D1UTJ6,161,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1D1VZX1,161,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1D2M2S5,161,,GTP-binding protein Rheb,Orchesella cincta (Springtail),48709,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1D2MBS8,161,,Ras-like protein 2,Orchesella cincta (Springtail),48709,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1E3NUG5,161,30203274,Uncharacterized protein,Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala),683960,"GTPase activity, GTP binding","arginine transport, lysine transport, retrograde transport, endosome to Golgi, signal transduction","Cytosol, Plasma Membrane"
A0A1E5RNC5,161,,Ras-like protein 1,Hanseniaspora osmophila,56408,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1I8J579,161,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1J1I3R8,161,,"CLUMA_CG006512, isoform A",Clunio marinus,568069,"GTPase activity, GTP binding","positive regulation of TOR signaling, signal transduction",Other locations
A0A1J1IB94,161,,"CLUMA_CG009170, isoform A",Clunio marinus,568069,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1J4JGE4,161,,Ras-like protein rasD,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1J4JQS3,161,,Ras-like protein 2,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1J4KN14,161,,Small GTP-binding protein,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1R0H8W3,161,,Ras-like protein rasC,Smittium mucronatum,133383,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1S3CVU8,161,103506233,GTPase HRas,Diaphorina citri (Asian citrus psyllid),121845,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3HBM5,161,106153506,ras-related and estrogen-regulated growth inhibitor,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3HHK2,161,106155335,ras-related protein Rap-1b,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3JPH3,161,106175009,GTP-binding protein REM 1-like,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1U7F3W4,161,6104217,"BMA-RAS-1, isoform a",Brugia malayi (Filarial nematode worm),6279,"GTPase activity, GTP binding","parturition, signal transduction, vulval development",Other locations
A0A1V9XWZ2,161,,Uncharacterized protein,Tropilaelaps mercedesae,418985,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1V9Y3T8,161,,Ras-related protein ralB-B isoform X1,Tropilaelaps mercedesae,418985,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1X7V224,161,,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1Y1UUL3,161,,Uncharacterized protein,Piromyces finnis,1754191,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y1VNJ6,161,,Ras-2,Piromyces finnis,1754191,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y1XW49,161,,Putative small G-protein Ras2,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y1XYA3,161,,Uncharacterized protein,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y1YXN3,161,,Ras-2,Basidiobolus meristosporus CBS 931.73,1314790,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y2GQE2,161,,Ras-2,Lobosporangium transversale,64571,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y2GQE7,161,,p-loop containing nucleoside triphosphate hydrolase protein,Lobosporangium transversale,64571,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1Y2HWQ6,161,,Small GTPase superfamily,Catenaria anguillulae PL171,765915,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A210PRP2,161,,Ras-related and estrogen-regulated growth inhibitor,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A210QT70,161,,Ras-related and estrogen-regulated growth inhibitor,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A267FL83,161,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2A2JKJ5,161,,Uncharacterized protein,Diploscapter pachys,2018661,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2F0AXZ8,161,,GTP-binding protein RAD,Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus),9764,"GTPase activity, GTP binding","chromosome segregation, regulation of high voltage-gated calcium channel activity, signal transduction",Other locations
A0A2G5BJW9,161,,Ras-domain-containing protein,Coemansia reversa (strain ATCC 12441 / NRRL 1564),763665,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2G9SGY6,161,,Uncharacterized protein,Lithobates catesbeianus (American bullfrog) (Rana catesbeiana),8400,"GTPase activity, GTP binding","regulation of high voltage-gated calcium channel activity, signal transduction",Other locations
A0A2P6MZY5,161,,Ras-like protein RAS2-like,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6MZY8,161,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6N326,161,,Uncharacterized protein,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6N4A6,161,,Ras-related protein Rap-1b-like,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6NC61,161,,Small G-protein,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P6NYT8,161,,WD_REPEATS_REGION domain-containing protein,Planoprotostelium fungivorum,1890364,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2P8YUI5,161,,GTP-binding protein Di-Ras2,Blattella germanica (German cockroach) (Blatta germanica),6973,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2T0FIA0,161,,Ras-like protein,Wickerhamiella sorbophila,45607,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A2T7PK08,161,,Uncharacterized protein,Pomacea canaliculata (Golden apple snail),400727,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2Z6RJC8,161,,Uncharacterized protein,Rhizophagus clarus,94130,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A316UN10,161,,Putative RSR1-GTP-binding protein,Jaminaea rosea,1569628,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A397G1K1,161,,Uncharacterized protein,Diversispora epigaea,1348612,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A397U7X9,161,,P-loop containing nucleoside triphosphate hydrolase protein,Gigaspora rosea,44941,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A397UGL6,161,,Small GTPase superfamily,Gigaspora rosea,44941,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A397UNV4,161,,Ras-2,Gigaspora rosea,44941,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A397UNX7,161,,Small GTPase superfamily,Gigaspora rosea,44941,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A3M7QTD9,161,,GTPase HRas-like,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3M7RJI9,161,,Ras 3,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3P6P6P0,161,,Uncharacterized protein,Dibothriocephalus latus (Fish tapeworm) (Diphyllobothrium latum),60516,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3Q0IV94,161,,ras-related protein Rap1-like,Diaphorina citri (Asian citrus psyllid),121845,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3Q0JCU6,161,,ras-related and estrogen-regulated growth inhibitor,Diaphorina citri (Asian citrus psyllid),121845,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3Q3AUL4,161,420434,Uncharacterized protein,Gallus gallus (Chicken),9031,"GDP binding, GTPase activity, GTP binding, magnesium ion binding, protein kinase binding","negative regulation of cold-induced thermogenesis, positive regulation of oligodendrocyte differentiation, positive regulation of TOR signaling, regulation of type B pancreatic cell development, small GTPase mediated signal transduction","Nucleus, Plasma Membrane, Other locations"
A0A3R7PWA9,161,,Putative GTP-binding protein Rhes-like,Penaeus vannamei (Whiteleg shrimp) (Litopenaeus vannamei),6689,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3S0ZF36,161,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3S3P9F2,161,,GTP-binding protein Di-Ras2-like protein,Dinothrombium tinctorium,1965070,"GTPase activity, GTP binding",signal transduction,Other locations
A0A433PMU5,161,,P-loop containing nucleoside triphosphate hydrolase protein,Endogone sp. FLAS-F59071,2340872,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A433PN75,161,,P-loop containing nucleoside triphosphate hydrolase protein,Endogone sp. FLAS-F59071,2340872,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A444U4K1,161,,Small monomeric GTPase,Acipenser ruthenus (Sterlet sturgeon),7906,"G protein activity, GTP binding","negative regulation of high voltage-gated calcium channel activity, signal transduction",Other locations
A0A4P9X3U3,161,,Uncharacterized protein,Caulochytrium protostelioides,1555241,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4P9XB12,161,,Uncharacterized protein,Caulochytrium protostelioides,1555241,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4S2LQH3,161,,Uncharacterized protein,Opisthorchis felineus,147828,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4T0FRH7,161,,Uncharacterized protein,Wallemia hederae,1540922,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4U5LW81,161,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4U8V2C1,161,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4Z0AA25,161,,Uncharacterized protein,Hericium alpestre,135208,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A4Z2IZX0,161,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"G protein activity, GTP binding",signal transduction,Other locations
A0A4Z2J0Z4,161,,Small monomeric GTPase,Liparis tanakae (Tanaka's snailfish),230148,"G protein activity, GTP binding",signal transduction,Other locations
A0A507C9F6,161,,Uncharacterized protein,Synchytrium microbalum,1806994,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A507CC04,161,,Uncharacterized protein,Synchytrium microbalum,1806994,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A507FCD3,161,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A553NQ03,161,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"GTPase activity, GTP binding",signal transduction,Other locations
A0A553NVD2,161,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"GTPase activity, GTP binding",signal transduction,Other locations
A0A553PD73,161,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"GTPase activity, GTP binding",signal transduction,Other locations
A0A5C3QEG4,161,,P-loop containing nucleoside triphosphate hydrolase protein,Pterula gracilis,1884261,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A5C3QPY9,161,,Small GTPase superfamily,Pterula gracilis,1884261,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A5E8BFV3,161,,Uncharacterized protein,Saprochaete ingens,2606893,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A5J4YYB2,161,,GTP-binding protein Rheb-like,Porphyridium purpureum (Red alga) (Porphyridium cruentum),35688,"GTPase activity, GTP binding",signal transduction,Other locations
A0A5M3MSH6,161,19199701,Uncharacterized protein,Coniophora puteana (strain RWD-64-598) (Brown rot fungus),741705,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A5N5SML4,161,,GTP-binding protein Di-Ras2,Armadillidium nasatum,96803,"GTPase activity, GTP binding",signal transduction,Other locations
A0A5S6PKW7,161,,Bm3023,Brugia malayi (Filarial nematode worm),6279,"GTPase activity, GTP binding",signal transduction,Other locations
A0A653CVC1,161,,Uncharacterized protein,Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid),64391,"G protein activity, GTP binding",Rap protein signal transduction,Endosome
A0A653DX45,161,,Uncharacterized protein,Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid),64391,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A4VFQ7,161,,GTP-binding protein Rheb,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A4WKS0,161,,GTP-binding protein RAD,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A4X210,161,,GTP-binding protein Di-Ras2,Amphibalanus amphitrite (Striped barnacle) (Balanus amphitrite),1232801,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6A5C660,161,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6G0V2W8,161,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J1S4L5,161,,ras-related protein Rap-2c,Frankliniella occidentalis (Western flower thrips) (Euthrips occidentalis),133901,"GTPase activity, GTP binding",signal transduction,Other locations
